Number,Jar Number,Museum_number,PhD Tag,Species_name,Common Name,Field Collection ID,Collecting_site,Province,Country,GPS Coordinates,Collecting_year,Collecting_month,Collectiing_date,Observations,Photograph,Tagged,Dissection_date,Collector,Sex,Standard_length,Gonopodium_length,Wet-mass,Reproductive_state,Brood_number,Embryo_stage,Embryo_count,Stomach,Dry_mass,Brood_dry_mass,Brood_dry_mass_total,Season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,19,154778,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/10/22,Erik Johnson,2,54.3,,2.9115,1,1,3,11,YES,0.7169,0.0314,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,19,154779,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/9/22,Erik Johnson,2,39.2,,1.2589,1,1,1,,YES,0.324,0.0198,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9,154052,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,52.1,,3.0935,1,1,8,23,YES,0.6821,0.0731,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9,154053,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,46.8,,2.085,1,1,3,8,YES,0.4572,0.0531,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9,154054,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,44.4,,1.8654,1,1,3,17,YES,0.3935,0.0291,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,154055,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,54.6,,2.852,1,1,4,25,YES,"6,519",0.0837,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9,154056,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,44.9,,1.8988,1,2,11,9,YES,0.3909,0.0262,0.046,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,154057,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,47,,2.2915,1,1,1,,YES,0.4912,0.0222,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9,154058,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,41,,1.2202,1,1,5,12,YES,0.2684,0.0409,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9,154060,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,45.2,,2.25,1,1,9,19,YES,0.4921,0.0513,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9,154061,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,YES,YES,18-May,Erik Johnson,2,36.3,,1.0216,1,1,10,5,YES,0.22,0.0114,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,9,154062,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,41.1,,1.3059,1,1,6,12,YES,0.2946,0.0364,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,9,154063,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,32.1,,0.5938,0,0,NA,NA,YES,0.1322,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,9,154064,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,41.1,,1.4545,1,1,4,11,YES,0.3108,0.0189,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9,154065,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,34.2,,0.717,0,0,NA,NA,YES,0.1633,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,9,154066,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,31.8,,0.6299,1,2,10,1,YES,"1,255",0.0021,0.007,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,9,154067,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,47.4,,2.1789,1,1,7,11,YES,0.4827,0.0377,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9,154068,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,43.2,,1.5688,1,1,1,,YES,0.3692,0.0088,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,9,154071,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,2,36.7,,1.0788,1,1,6,3,YES,0.2262,0.01,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,9,154072,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,37.1,,0.835,0,0,NA,NA,YES,0.2105,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9,154073,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,30.1,,0.5007,0,0,NA,NA,YES,0.1142,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9,154074,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,32,,0.5781,0,0,NA,NA,YES,0.1284,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9,154075,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,34.4,,0.7671,0,0,NA,NA,YES,0.1808,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,9,154077,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,32.8,,0.6872,0,0,NA,NA,YES,0.1558,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9,154081,None,Priapichthys annectens,Olomina,21-Jun,Rio Bijagua,Alajuela,Costa Rica,N 10o 43.887 W 85o 03.318,2006,February,2/15/06,Museum tags in jar but not individually attached.,Yes,Yes,18-May,Erik Johnson,0,32.1,,0.5906,0,0,NA,NA,YES,0.132,NA,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278969,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,37.9,,0.965,1,2,10,2,YES,0.2384,0.0056,0.0083,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278970,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,37,,0.9187,1,1,5,1,YES,0.2392,0.0041,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278971,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,41.4,,1.3709,0,0,NA,NA,YES,0.3753,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278972,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,41.7,,1.3178,1,2,11,4,YES,0.3558,0.0159,0.0215,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278973,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,38.2,,1.0232,1,1,10,1,YES,0.2712,0.0052,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278974,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,52.1,,2.637,0,0,NA,NA,YES,0.7056,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278975,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,44.1,,1.6758,1,1,4,4,YES,0.4392,0.0257,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278976,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,48.9,,2.195,1,1,3,4,YES,0.5351,0.0194,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278977,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,41.1,,1.2811,1,1,10,3,YES,0.3196,0.0121,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278978,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,42.1,,1.6255,1,1,11,6,YES,0.3956,0.0296,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278979,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,37.7,,0.9796,0,0,NA,NA,YES,0.2689,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278980,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,36.4,,0.865,1,1,4,2,YES,0.2251,0.0112,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278981,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,41.6,,1.3924,1,1,9,4,YES,0.3387,0.0203,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278982,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,34.6,,0.7872,1,1,9,2,YES,0.2084,0.0062,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278983,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,32.8,,0.662,1,1,4,1,YES,0.1821,0.0049,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278984,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,29.4,,0.4588,0,0,NA,NA,YES,0.124,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278985,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,36.4,,0.9102,1,1,11,4,YES,0.2156,0.0137,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278986,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,31.4,,0.527,0,0,NA,NA,YES,0.1372,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278987,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,27.4,,0.3464,0,0,NA,NA,YES,0.0854,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278988,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,38.7,,1.0444,0,0,NA,NA,YES,0.2718,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278989,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,40,,1.2491,1,1,7,3,YES,0.3119,0.0163,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278990,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,41.3,,1.4198,1,1,8,8,YES,0.3295,0.0371,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278991,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,28.2,,0.4038,0,0,NA,NA,YES,0.1141,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278992,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,49,,2.2243,0,0,NA,NA,YES,0.5863,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278993,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,39.6,,1.2753,1,2,11,4,YES,0.2927,0.0155,0.0204,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278994,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,44.4,,1.784,1,1,8,5,YES,0.4144,0.0308,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278995,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,45.1,,1.8219,0,0,NA,NA,YES,0.4768,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278996,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,38.1,,1.0526,0,0,NA,NA,YES,0.2571,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278997,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,39.2,,1.0354,0,0,NA,NA,YES,0.261,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278998,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,41.5,,1.3667,0,0,NA,NA,YES,0.3326,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278999,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,35.6,,0.86,1,2,9,2,YES,0.2026,0.0068,0.0136,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279000,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,0,41.2,,1.348,0,0,NA,NA,YES,0.3247,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279001,,Priapichthys annectens,,,Rio Gavilan,,,,2022,June,,,YES,YES,7/10/22,Erik Johnson,2,46.5,,1.905,1,1,8,8,YES,0.4339,0.0581,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
