Number,Jar Number,Museum_number,PhD Tag,Species_name,Common Name,Field Collection ID,Collecting_site,Province,Country,GPS Coordinates,Collecting_year,Collecting_month,Collectiing_date,Observations,Photograph,Tagged,Dissection_date,Collector,Sex,Standard_length,Gonopodium_length,Wet-mass,Reproductive_state,Brood_number,Embryo_stage,Embryo_count,Stomach,Dry_mass,Brood_dry_mass,Brood_dry_mass_total,Season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279016,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,58.9,,4.6722,1,1,6,41,YES,1.6102,0.2551,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279017,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,48.3,,2.4846,1,2,10,12,YES,0.6755,0.0339,0.1001,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279018,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,42.8,,1.638,1,1,1,,YES,0.5464,0.0316,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279019,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,47.9,,2.2638,1,1,5,27,YES,0.7042,0.0989,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279020,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,37.7,,0.9573,1,1,1,,YES,0.3045,0.0143,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279021,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,33.8,,0.3753,0,0,NA,NA,YES,0.1834,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279022,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,36.1,,0.9084,0,0,NA,NA,YES,0.2606,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279023,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,34.8,,0.7753,0,0,NA,NA,YES,0.1995,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279024,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,42.6,,1.546,1,1,4,8,YES,0.4047,0.0332,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279025,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,55.6,,3.6375,1,2,11,17,YES,1.3919,0.0836,0.1246,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279026,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,35.7,,0.9602,0,0,NA,NA,YES,0.2352,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279027,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,38.9,,1.1717,1,1,1,,YES,0.3177,0.0022,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279028,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,41.6,,1.4351,1,2,10,6,YES,0.3814,0.0147,0.0333,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279029,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,60,,4.5119,1,1,7,40,YES,1.2794,0.2572,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279030,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,42,,1.6546,1,1,3,22,YES,0.6461,0.0683,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279031,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,41.8,,1.514,0,0,NA,NA,YES,0.4085,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279032,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,40.5,,1.3549,1,1,1,,YES,0.3538,0.031,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279033,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,52.1,,2.7485,1,1,7,16,YES,0.7876,0.0844,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279034,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,46.5,,2.0336,1,2,9,10,YES,0.5435,0.0301,0.0566,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279035,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,42.6,,1.6654,1,2,10,7,YES,0.436,0.0176,0.0338,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279036,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,47,,2.1536,1,1,6,17,YES,0.5872,0.063,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279037,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,41.6,,1.3391,1,1,7,4,YES,0.3763,0.0139,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279038,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,38.4,,1.1542,1,2,8,5,YES,0.2947,0.0108,0.0273,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279039,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,37.3,,1.0202,1,2,10,10,YES,0.2499,0.0169,0.0264,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279040,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,38.1,,1.1055,0,0,NA,NA,YES,0.3079,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279041,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,37.7,,1.1142,1,1,8,4,YES,0.2839,0.014,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279042,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,2,39.8,,1.2641,1,1,8,13,YES,0.3297,0.0328,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279043,,Priapichthys annectens,,,Wind Turbine Road,,,,2022,June,,,YES,YES,7/11/22,Erik Johnson,0,32.3,,0.5004,0,0,NA,NA,YES,0.1387,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279144,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,44.8,,1.7261,1,1,1,,YES,0.4199,0.0031,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279145,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,53.8,,3.278,1,2,10,12,YES,0.7189,0.0535,0.0633,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279146,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,42.2,,1.587,1,1,10,5,YES,0.3438,0.0219,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279147,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,41,,1.2995,1,1,1,,YES,0.2921,0.0043,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279148,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,34.3,,0.7938,0,0,NA,NA,YES,0.2049,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279149,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,51.3,,2.9602,1,1,9,8,YES,0.6775,0.0368,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279150,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,43.2,,1.4265,0,0,NA,NA,YES,0.3556,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279151,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,51,,2.6741,1,1,3,9,YES,0.6361,0.0609,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279152,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,56.9,,3.4172,1,1,3,15,YES,0.8412,0.0956,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279153,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,37.5,,0.9395,1,1,4,3,YES,0.2329,0.0193,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279154,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,34.9,,0.7793,0,0,NA,NA,YES,0.1972,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279155,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,37.4,,0.984,1,1,10,2,YES,0.2336,0.0073,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279156,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,49.8,,2.2901,1,1,6,13,YES,0.5294,0.0733,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279157,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,52.7,,2.6992,1,1,1,,YES,0.643,0.0234,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279158,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,37.6,,1.036,0,0,NA,NA,YES,0.2527,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279159,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,54.1,,3.2009,1,1,11,10,YES,0.747,0.0446,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279160,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,40.8,,1.2753,0,0,NA,NA,YES,0.884,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279161,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,40.6,,1.3321,1,1,3,3,YES,0.3154,0.0199,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279162,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,61.9,,4.4294,1,2,11,1,YES,1.0587,0.0035,0.132,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279163,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,38.7,,1.0924,1,1,10,3,YES,0.2585,0.0155,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279164,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,48.5,,2.0065,1,1,7,7,YES,0.4722,0.0446,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279165,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,38.4,,0.9936,0,0,NA,NA,YES,0.2465,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279166,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,45.7,,1.9371,1,1,9,5,YES,0.4765,0.027,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279167,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,0,39.7,,1.0476,0,0,NA,NA,YES,0.2738,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279168,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,54,,3.5032,1,1,9,11,YES,0.7795,0.0567,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279169,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,44.9,,1.7228,1,1,3,6,YES,0.3953,0.0515,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279170,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,51.5,,2.5128,1,1,8,14,YES,0.5795,0.0649,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279171,,Priapichthys annectens,,,Banana Grove,,,,2022,June,,,YES,YES,7/12/22,Erik Johnson,2,49.1,,2.3284,1,1,9,7,YES,0.5565,0.0365,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279288,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,50,,2.1724,1,1,4,6,YES,0.5102,0.0376,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279289,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,38,,0.9661,0,0,NA,NA,YES,0.2524,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279290,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,53.2,,2.8481,1,1,6,18,YES,0.6752,0.1043,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279291,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,46.5,,2.0362,1,1,9,8,YES,0.4622,0.0355,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279292,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,52.1,,3.1117,1,1,10,10,YES,0.6423,0.0531,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279293,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,58.2,,3.4245,1,1,6,16,YES,0.8072,0.1046,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279294,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,38.6,,1.0936,0,0,NA,NA,YES,0.248,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279295,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,43.8,,1.5212,1,1,7,3,YES,0.3699,0.0115,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279296,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,42.2,,1.384,1,1,6,4,YES,0.3297,0.0157,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279297,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,41,,1.2676,1,1,3,7,YES,0.2836,0.0266,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279298,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,33.9,,0.6715,0,0,NA,NA,YES,0.1545,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279299,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,2,38.9,,1.1156,1,1,1,,YES,0.2694,0.0059,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279300,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,36.6,,0.9026,0,0,NA,NA,YES,0.2186,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279301,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,35,,0.8185,0,0,NA,NA,YES,0.1844,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279302,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,35.6,,0.8109,0,0,NA,NA,YES,0.1864,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279303,,Priapichthys annectens,,,Vuelta del Barracho,,,,2022,June,,,YES,YES,7/14/22,Erik Johnson,0,36,,0.8108,0,0,NA,NA,YES,0.1928,NA,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,