Number,Jar Number,Museum_number,PhD Tag,Species_name,Common Name,Field Collection ID,Collecting_site,Province,Country,GPS Coordinates,Collecting_year,Collecting_month,Collectiing_date,Observations,Photograph,Tagged,Dissection_date,Collector,Sex,Standard_length,Gonopodium_length,Wet-mass,Reproductive_state,Brood_number,Embryo_stage,Embryo _count,Stomach,Dry_mass,Brood_dry_mass,Brood_dry_mass_total,Season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154507,None,Priapichthys annectens,Olomina,1-Jun,Rio La Balsa,Alejuela,Costa Rica,N 10o 10.324 W 84o 29.881,2006,February,2/9/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,24,9.4,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154187,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,37.2,15.5,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154188,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,34.1,15.6,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154189,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,29.5,13.6,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154190,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,33.3,14.6,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154191,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,28.1,12.2,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154192,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,29.7,13.9,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154193,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,27.2,10.4,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154194,None,Priapichthys annectens,Olomina,6-Jun,Rio Quebrada Guape,Guanacaste,Costa Rica,N 10o 33.795 W 84o 55.251,2006,February,2/10/06,Museum tags in jar but not individually attached.,YES,YES,,Maren Callaway,1,28.2,11.9,,,,,,,,,,DRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279192,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,35.8,14.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279193,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,28.5,12.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279194,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,26.7,11.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279195,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,35.9,14.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279196,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,31,13.5,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279197,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,25.6,10.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279198,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,25,10.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279199,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,26.4,12.2,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279200,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,35.9,14.8,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279201,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,33.8,14.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279202,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,34.4,15,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279203,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,30,12.8,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279204,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,25.8,11.4,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279205,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,25.2,9.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279206,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,29.9,12.5,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279207,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/11/22,Maren Callaway,1,23.9,8.3,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295607,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/16/22,Maren Callaway,1,27.8,10.5,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295608,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/16/22,Maren Callaway,1,35.5,16.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295609,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/16/22,Maren Callaway,1,28.6,12.3,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295610,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/16/22,Maren Callaway,1,25.1,11,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295611,,,,,Trib to Rio Cucaracho,,,,,,,,YES,YES,8/16/22,Maren Callaway,1,22.7,10.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279064,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,29.1,12.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279065,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,28.2,13,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279066,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,26.7,11.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279067,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,30.1,13.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279068,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,30.5,12.5,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279069,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,31.7,10,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279070,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,24.4,11.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279071,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,32.2,,,,,,,,,,,WET,NOTE: I think this individual's gonopodium had been ripped off at the end. so you prob will want to throw this one out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279072,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,34,14.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279073,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,30.7,13.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279074,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,26.8,11.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279075,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/23/22,Maren Callaway,1,28.1,12.3,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279076,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,26.5,11.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279077,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,29.4,11.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279078,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,26.3,11.4,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279079,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,30.5,12.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279080,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,29.9,12.3,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279081,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,23.3,,,,,,,,,,,WET,"NOTE: I think this individual's gonopodium may have been cut off at the tip, so consider discarding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,279082,,,,,Trib to Rio Grande,,,,,,,,YES,YES,7/26/22,Maren Callaway,1,26.2,10.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154781,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,28.9,12.5,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154782,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,24.3,11.1,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154783,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,26.9,12.3,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154784,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,29.2,12.2,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154785,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,25.1,11.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154786,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,34.4,14.6,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154787,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,24.8,11.2,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154788,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,21.9,9.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154789,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,24.2,11.9,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,154790,None,Priapichthys annectens,Olomina,27-Jun,Trib. to Rio Negro (South Fork)- near Guayabo,Guanacaste,Costa Rica,N 10o 45.766 W 85o 11.595,2006,May,5/5/06,Museum tags in jar but not individually attached.,YES,YES,5/26/22,Maren Callaway,1,24.6,10.7,,,,,,,,,,WET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
